A146X6FEWX7Q0D,"Last summer when visiting family my dogs both picked up fleas from the grass outside. We always have used Revolution for prevention but it was not working at all. . For 2 weeks I tried every kind of flea shampoo I could get my hands on, I also tried pills that supposedly would get into the dogs blood stream and kill the fleas on them (I just noticed my dogs going crazy itching when I used them). Finally I found this Vets Best and tried it.I like a few things about it, first and foremost, it worked. Secondly it wasn't packed full of crazy chemicals. It works as both a shampoo and a spray just to put on their coat (light misting works best). I washed my dogs with it and once dry lightly misted them (if you spray it on a wet coat and pet your dog it will foam up). Within a day no more fleas! The peppermint kills the fleas and keeps them away with the smell. It is an overwhelming peppermint smell.We now travel with a bottle any time we go anywhere with our dogs. Right when I let them out of the car I give each a few sprays and I know I won't have to worry about them picking up any fleas.On another note. . We used to see spiders in our home in the spring, I lightly spray our curtains once and month and it keeps them out as well. Peppermint is great because it kill a wide variety of pests so they will avoid it.",A146X6FEWX7Q0D,"Last summer when visiting family my dogs both picked up fleas from the grass outside. We always have used Revolution for prevention but it was not working at all. . For 2 weeks I tried every kind of flea shampoo I could get my hands on, I also tried pills that supposedly would get into the dogs blood stream and kill the fleas on them (I just noticed my dogs going crazy itching when I used them). Finally I found this Vets Best and tried it.I like a few things about it, first and foremost, it worked. Secondly it wasn't packed full of crazy chemicals. It works as both a shampoo and a spray just to put on their coat (light misting works best). I washed my dogs with it and once dry lightly misted them (if you spray it on a wet coat and pet your dog it will foam up). Within a day no more fleas! The peppermint kills the fleas and keeps them away with the smell. It is an overwhelming peppermint smell.We now travel with a bottle any time we go anywhere with our dogs. Right when I let them out of the car I give each a few spritz and I know I won't have to worry about them picking up any fleas.On another note. . We used to see spiders in our home in the spring, I lightly spray our curtains once and month and it keeps them out as well. Peppermint is great because it kill a wide variety of pests so they will avoid it."
A3BCR90WBKKTFY,"All five of the Fancy Feast subscriptions I signed up for have been unreliable.  Im October, I signed up for delivery every two months and received shipments only in October and December (it's now March 18, but I canceled all of my subscriptions yesterday).  What was supposed to be 48-can cases Amazon turned into 24-can cases, with one flavor being canceled entirely.  I was notified by Amazon that shipments would be sent in mi-February, but they never arrived.",A3BCR90WBKKTFY,"All five of the Fancy Feast subscriptions I signed up for have been unreliable.  Im October, I signed up for delivery every two months and received shipments only in October and December (it's now March 18, but I canceled all of my subscriptions yesterday).  What was supposed to be 48-can cases Amazon turned into 24-can cases, with one flavor being canceled entirely.  I was notified by Amazon that shipments would be sent in mid-February, but they never arrived."
AT9UMT56CZADH,Have mastiff & this is one of the few toys that can survive his jaws. Very durable & long lasting.,AT9UMT56CZADH,Have a mastiff & this is one of the few toys that can survive his jaws. Durable & long lassting.
A11ED8O95W2103,"I live where the water is so soft there's almost no minerals in it at all.  Maintaining a Ph of 7.0 was difficult but possible, but my snails had the white pitting and my guppy had fin rot that he contracted during the time when I was totally new to fish keeping and didn't understand how important it is to snails and guppies to keep the Ph at or above 7.0.I had finally got the situation under control.  My guppy's fins were regenerating and my snails had new shell growth that was healthy.Then I made the grave mistake of trying this product.  Aloe vera?  So what.  Looked like a stupid gimmick.  Since when do fish need aloe vera?  Do we need to pull them out of the tank and rub moisturizing cream on them too?  How about some Lubriderm?Anyway, shortly after switching to this product my Ph crashed to 6.0.  My guppy's fins started rotting and got worse than ever, and the healthy growth on my snails that survived me climbing the learning curve last Summer now have white calcified shell damage.  I don't even recognize the two I named just a few months ago!I was doing emergency water changes morning and evening just to keep the Ph at about 6.4.  (My tap water is totally soft, but comes out of the tap at PH of about 7.2).  My hands got raw and cracked because I was washing my hands so much after working with the tank so much.I asked myself what had changed when this started, and the only thing I came up with was switching to this aloe vera stress coat.  Then I looked up aloe vera juice on the Internet and found it has a Ph of 3.5 to 5.0 depending on where I looked.  Wow, I thought, maybe putting something with Ph that low in the tank could throw the whole Ph down quite a bit.I bought some Tetra brand stress coat and did a few more water changes (some cracks in hands bleeding now, maybe MY hands could use some aloe vera!!) and soon the Ph climbed back up to 6.8.I did two emergency salt dips for the guppy, whose fin rot had begun on his body too.  It looks like the rot has been halted.  The damage has been done to my snails.  Maybe once I get this under control I'll have time to just stare at the tank a while and figure out who is who again through all the shell damage.So, thanks API for putting my fish and snails through hell.  Brilliant idea mixing a super low Ph substance in with water conditioner.  Did you test this thoroughly before you put it into production?  Anyway, I could rant further but I think it's time to rub some Vaseline moisture lotion on my cloud fish.  They really need to chill out.",A11ED8O95W2103,"I live where the water is so soft there's almost no minerals in it at all. Maintaining a Ph of 7.0 was difficult but possible, but my snails had the white pitting and my guppy had fin rot that he contracted during the time when I was totally new to fish keeping and didn't understand how important it is to snails and guppies to keep the Ph at or above 7.0.I had finally got the situation under control. My guppy's fins were regenerating and my snails had new shell growth that was healthy.Then I made the grave mistake of trying this product. Aloe vera? So what. Looked like a stupid gimmick. Since when do fish need aloe vera? Do we need to pull them out of the tank and rub moisturizing cream on them too? How about some Lubriderm?Anyway, shortly after switching to this product my Ph crashed to 6.0. My guppy's fins started rotting and got worse than ever, and the healthy growth on my snails that survived me climbing the learning curve last Summer now have white calcified shell damage. I don't even recognize the two I named just a few months ago!I was doing emergency water changes morning and evening just to keep the Ph at about 6.4. (My tap water is totally soft, but comes out of the tap at PH of about 7.2). My hands got raw and cracked because I was washing my hands so much after working with the tank so much.I asked myself what had changed when this started, and the only thing I came up with was switching to this aloe vera stress coat. Then I looked up aloe vera juice on the Internet and found it has a Ph of 3.5 to 5.0 depending on where I looked. Wow, I thought, maybe putting something with Ph that low in the tank could throw the whole Ph down quite a bit.I bought some Tetra brand stress coat and did a few more water changes (some cracks in hands bleeding now, maybe MY hands could use some aloe vera!!) and soon the Ph climbed back up to 6.8.I did two emergency salt dips for the guppy, whose fin rot had begun on his body too. It looks like the rot has been halted. The damage has been done to my snails. Maybe once I get this under control I'll have time to just stare at the tank a while and figure out who is who again through all the shell damage.So, thanks API for putting my fish and snails through hell. Brilliant idea mixing a super low Ph substance in with water conditioner. Did you test this thoroughly before you put it into production? Anyway, I could rant further but I think it's time to rub some Vaseline moisture lotion on my cloud fish. They really need to chill out."
A1E9JA28E0X6QD,"First, some background on my dog. He is a rescue dog whom I got in May 2013. After a month of having him his true nature started coming out. I found out he can be a puller and did not like other dogs. He would lunge at dogs and bicycles. I was using a regular collar on him but he would pull and would go after other dogs on walks. He also developed a habit of barking when I got to a house that he knew had a dog. So, even if other dogs were not barking at him if he remembered the house he would start barking which made it hard to walk him in the morning. My dog is 30 lbs, I am over 200 so it is not like he was stronger than me. But I knew this was a bad habit of his.I got the Easy Walk in hopes it would keep him from pulling. With the Easy Harness he did get better in not pulling as much but would still pull at times. But, it did nothing to curb his lunging at dogs and bikes. It was getting frustrating walking him as he would bark at no apparent reason. If you know how to use it, this collar can be helpful in training your dog to not pull as much. But, don't expect miracles, you still need to do your part to train your dog.Fast forward 3 months to the head halter. I heard about gentle leader but was apprehensive in getting it. In putting on the gentle leader my dog did fuss and not want it on him. He would try to take it off by pawing at it and rubbing his face on bushes. It has been 5 days and still does it but he is getting used to it. Reward him with treats after so he associates as positive. So does it work? YES! But, be sure you know how to use it. Watch the DVD! it is important you don't send your dog mixed signals by keeping it tense. On our first walk the dog did pull and lunge but he did not like the feeling, especially when lunging. But on our first walk I could tell he was staying by my side much better. I did not expect it to prevent lunging but it has. I think it makes him think twice. I have taken him past houses where dogs will bark it him, in the past he would try to go to the barking but now he just whimpers and keeps walking. This produce truly is working wonders (the gentle leader).So in short, I would recommend both the Easy Walk and Gentle Leader. If you have a problem it does not hurt to try both and see which one works better for your dog. But keep in mind you have to do your part to still train your dog. These products are meant as tools. For my purpose, Gentle Leader has done wonders.The only complaint i have on gentle leader is i wish there was padding on the part that goes over the snout. After taking it off you can see the impression it makes on his snout when removed. But not sure if padding would render this product less effective or not. But, no I do not consider this product as abusive or cruel. It is a tool to help him understand what is expected of him on walks.",A1E9JA28E0X6QD,"First, some background on my dog. He is a rescue dog whom I got in May 2013. After a month of having him his true nature started coming out. I found out he can be a puller and did not like other dogs. He would lunge at dogs and bicycles. I was using a regular collar on him but he would pull and would go after other dogs on walks. He also developed a habit of barking when I got to a house that he knew had a dog. So, even if other dogs were not barking at him if he remembered the house he would start barking which made it hard to walk him in the morning. My dog is 30 lbs, I am over 200 so it is not like he was stronger than me. But I knew this was a bad habit of his.I got the Easy Walk in hopes it would keep him from pulling. With the Easy Harness he did get better in not pulling as much but would still pull at times. But, it did nothing to curb his lunging at dogs and bikes. It was getting frustrating walking him as he would bark at no apparent reason. If you know how to use it, this collar can be helpful in training your dog to not pull as much. But, don't expect miracles, you still need to do your part to train your dog.Fast forward 3 months to the head halter. I heard about gentle leader but was apprehensive in getting it. In putting on the gentle leader my dog did fuss and not want it on him. He would try to take it off by pawing at it and rubbing his face on bushes. It has been 5 days and still does it but he is getting used to it. Reward him with treats after so he associates as positive. So does it work? YES! But, be sure you know how to use it. Watch the DVD! it is important you don't send your dog mixed signals by keeping it tense. On our first walk the dog did pull and lunge but he did not like the feeling, especially when lunging. But on our first walk I could tell he was staying by my side much better. I did not expect it to prevent lunging but it has. I think it makes him think twice. I have taken him past houses where dogs will bark it him, in the past he would try to go to the barking but now he just whimpers and keeps walking. This produce truly is working wonders (the gentle leader).So in short, I would recommend both the Easy Walk and Gentle Leader. If you have a problem it does not hurt to try both and see which one works better for your dog. But keep in mind you have to do your part to still train your dog. These products are meant as tools. For my purpose, Gentle Leader has done wonders."
A2O8A6LVLBNXPF,My dogs fight over them more than most of the dog chews we have bouught. They seem to be good for them as well.,A2O8A6LVLBNXPF,My dogs fight over them more than most of the dog chews we have bought. They seem to be good for them as well.
AKPFTHKRSVN2I,"Great for training and play, my dogs loved it. Material is strong but at the same time can easily bite is very light and love their sound!",AKPFTHKRSVN2I,"Great for training and play, my dogs loved it. Material is strong but at the same time can easily bite, is very light and lmy dogs ove their sound!"
A2DQQUEPK53ORW,"I love to give my dogs toys that she will enjoy, but it isn't easy.  Her ""older sister"" used to bite her across the nose to keep her from taking ANY toys from her.  Well, now her sister has passed and I wanted to teach her that toys are great fun.  This toy, and others like it, did the trick.She was initailly reluctant to play with them, but I added a few treats into the toys and she immediately decided that getting the food was worth the trouble.  She now plays with them every day.I use these toys as puzzle toys.  I hide the food inside, and cover it with to ""pull outs.""  She has a great time going from toy to toy and finding the food treasures inside.  I had considered other food puzzle toys prior to buying this type, but I'm glad I didn't.  These toys are more challenging and I can throw them in the washing machine for a good cleaning.  The platypus opening is a bit too small, I have found (based on the 2 I bought) but the ground hog and tree stump are just right.I don't know who came up with this idea, but I'm so glad they did.  I purchased several types, as I said, and gifted them to other family dogs for Christmas.  Reports are VERY possitive, including pictures of the dogs playing with the toys.  You don't have to hide food inside, if your dog enjoys pulling out the squeak toys.  My dog was afraid of squeak toys, thanks to her sister.  Now she doesn't mind the squeak at all.I highly recommend these toys, both as toys and puzzles to keep yor dog entertained.  For the record, the dogs who received these from me vary in breed.  They are the German Shepherd, the Rottweiler and the Golden Retriever.  All large sized dogs.  I have no idea how much a little dog would enjoy them.",A2DQQUEPK53ORW,"I love to give my dogs toys that she will enjoy, but it isn't easy.  Her ""older sister"" used to bite her across the nose to keep her from taking ANY toys from her.  Well, now her sister has passed and I wanted to teach her that toys are great fun.  This toy, and others like it, did the trick.She was initailly reluctant to play with it, but I added a few treats into the toys and she immediately decided that getting the food was worth the trouble.  She now plays with them every day.I use these toys as puzzle toys.  I hide the food inside, and cover it with to ""pull outs.""  She has a great time going from toy to toy and finding the food treasures inside.  I had considered other food puzzle toys prior to buying this type, but I'm glad I didn't.  These toys are more challenging and I can throw them in the washing machine for a good cleaning.I don't know who came up with this idea, but I'm so glad they did.  I purchased several types, as I said, and gifted them to other family dogs for Christmas.  Reports are VERY possitive, including pictures of the dogs playing with the toys.  You don't have to hide food inside, if your dog enjoys pulling out the squeak toys.  My dog was afraid of squeak toys, thanks to her sister.  Now she doesn't mind the squeak at all.I highly recommend these toys, both as toys and puzzles to keep yor dog entertained.  For the record, the dogs who received these from me vary in breed.  They are the German Shepherd, the Rottweiler and the Golden Retriever.  All large sized dogs.  I have no idea how much a little dog would enjoy them."
A2KZWL4NQ65C7P,"Some of the chips will be ultra thin and the dogs go through them in minutes, some will be real thick and hard, and they lose interest after 10-15 minutes (wolf and gsd). But they haven't upset their stomachs, they still get excited about them, and they help stop our furniture from becoming chew toys, so I keep buying.",A2KZWL4NQ65C7P,"Some of the chips will be ultra thin and the dogs go through them in minutes, some will be real thick and hard, and they lose interest after 10-15 minutes (wolf and gsd).  But they haven't upset their stomachs, they still get excited about them, and they help stop our furniture from becoming chew toys, so I keep buying."
A29BY9ABO4FDEZ,"Are you awakened by THAT SOUND? Does your furry child leave you squishy presents? Then try the intense hairball formula. I adopted a long haired cat and wow, was I not prepared for the hair related issues. I have always rescued short haired cats until a fuzzball stole my heart and became a member of my family. Let me just say, owning a long haired cat is more work than a short hair but I wouldn't change a thing...ok except for the food. I mix the Royal Canin Intense Hairball with the Science Diet Hairball Control. No more squishy presents!",A29BY9ABO4FDEZ,"Are you awakened by THAT SOUND? Does your furry child leave you squishy presents? Then try the hairball formula. I adopted a long haired cat and wow, was I not prepared for the hair related issues. I have always rescued short haired cats until a fuzzball stole my heart and became a member of my family. Let me just say, owning a long haired cat is more work than a short hair but I wouldn't change a thing...ok except for the food. I mix Royal Canin Intense Hairball with the Science Diet Hairball Control. No more squishy presents!"
